,Model,MeanCvAccuracy,MeanCvROCAUC,MeanCvRecallScore,MeanCvPrecisionScore,MeanCvF1Score
0,LogisticRegression,0.5612418300653595,0.5942592592592593,0.5452777777777778,0.5790699855699856,0.5523975644238802
0,GaussianNB,0.5133986928104575,0.5312962962962963,0.5630555555555555,0.5187525252525252,0.532606497389779
0,KNeighborsClassifier,0.50359477124183,0.5228858024691359,0.5077777777777778,0.5184040404040404,0.5049647052294111
0,DecisionTreeClassifier,0.5177124183006536,0.5181944444444444,0.5480555555555555,0.530080697080697,0.5289656796591781
0,RandomForestClassifier,0.5854901960784314,0.6292438271604938,0.5783333333333334,0.600923742923743,0.5783587475476021
0,GradientBoostingClassifier,0.5622222222222223,0.576388888888889,0.6208333333333333,0.5658470418470418,0.5800928725557208
0,XGBClassifier,0.5679738562091503,0.6066975308641976,0.5838888888888889,0.5811580086580086,0.5724215292044071
0,LGBMClassifier,0.6355555555555555,0.6551543209876542,0.6427777777777777,0.6582074037074037,0.6403798199676516
0,SVC,0.5157516339869281,0.5790740740740741,0.7102777777777777,0.5285336869013338,0.5886056311302105
