,Model,MeanCvAccuracy,MeanCvROCAUC,MeanCvRecallScore,MeanCvPrecisionScore,MeanCvF1Score
0,LogisticRegression,0.5812418300653593,0.6080246913580247,0.6411111111111112,0.583045066045066,0.604425479920836
0,GaussianNB,0.7720915032679738,0.845185185185185,0.7908333333333333,0.7821536796536797,0.7794896555113273
0,KNeighborsClassifier,0.4465359477124182,0.4031018518518518,0.49249999999999994,0.45465961815961814,0.4670530728301626
0,DecisionTreeClassifier,0.9907843137254904,0.9908333333333335,0.9955555555555555,0.9877777777777778,0.9912074303405572
0,RandomForestClassifier,0.9722875816993465,0.9978395061728395,0.9822222222222223,0.9678383838383837,0.973575679394565
0,GradientBoostingClassifier,0.9907843137254904,0.9901388888888889,0.9955555555555555,0.9877777777777778,0.9912074303405572
0,XGBClassifier,0.9907843137254904,0.9933024691358026,0.9955555555555555,0.9877777777777778,0.9912074303405572
0,LGBMClassifier,0.9837908496732026,0.9980555555555556,0.9888888888888888,0.9817777777777777,0.9846439628482974
0,SVC,0.49575163398692806,0.5043827160493827,0.9200000000000002,0.5023050887021474,0.6451970191771106
