,Model,MeanCvAccuracy,MeanCvROCAUC,MeanCvRecallScore,MeanCvPrecisionScore,MeanCvF1Score
0,LogisticRegression,0.6372549019607843,0.6534567901234567,0.6349999999999999,0.6530331890331891,0.6350313256089269
0,GaussianNB,0.5559477124183007,0.601574074074074,0.4475,0.583573593073593,0.49363521428691715
0,KNeighborsClassifier,0.5299346405228759,0.5241203703703703,0.4905555555555555,0.5468571428571428,0.5068645709295864
0,DecisionTreeClassifier,0.48248366013071886,0.4823611111111111,0.4969444444444444,0.4869104229104229,0.4847807493504088
0,RandomForestClassifier,0.5041176470588234,0.5339969135802469,0.5202777777777777,0.5201752136752137,0.5113223544601253
0,GradientBoostingClassifier,0.5013071895424838,0.496358024691358,0.5222222222222223,0.5118314463314464,0.49775618112164083
0,XGBClassifier,0.5077124183006536,0.5109567901234567,0.5288888888888889,0.5148843378843379,0.5127720357520464
0,LGBMClassifier,0.5102614379084968,0.55554012345679,0.5311111111111111,0.5246225539166715,0.51651050342846
0,SVC,0.5141176470588235,0.6399074074074074,0.9888888888888888,0.5138354341736694,0.675266889632107
